date,region,niche,source_family,query,quality_score,use_when,evidence_to_capture,failure_pattern,safe_next_action,notes
2026-06-16,Emu Park,salon beauty barber,Facebook public page,"""Emu Park"" ""barber"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,salon beauty barber,Facebook public page,"""Emu Park"" ""skin"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,art gallery workshops market,Facebook public page,"""Kawana Rockhampton"" ""gallery"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,art gallery workshops market,Facebook public page,"""Kawana Rockhampton"" ""workshop"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,art gallery workshops market,Facebook public page,"""Kawana Rockhampton"" ""market"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,art gallery workshops market,Facebook public page,"""Kawana Rockhampton"" ""artist"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Facebook public page,"""Kawana Rockhampton"" ""cafe"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Facebook public page,"""Kawana Rockhampton"" ""restaurant"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Facebook public page,"""Kawana Rockhampton"" ""bar"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Facebook public page,"""Kawana Rockhampton"" ""catering"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cafe restaurant bar catering,Facebook public page,"""Kawana Rockhampton"" ""takeaway"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cleaning pest control,Facebook public page,"""Kawana Rockhampton"" ""cleaning"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cleaning pest control,Facebook public page,"""Kawana Rockhampton"" ""pest control"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cleaning pest control,Facebook public page,"""Kawana Rockhampton"" ""termite"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,cleaning pest control,Facebook public page,"""Kawana Rockhampton"" ""carpet cleaning"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,landscaping excavation mini digger,Facebook public page,"""Kawana Rockhampton"" ""landscaping"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,landscaping excavation mini digger,Facebook public page,"""Kawana Rockhampton"" ""earthmoving"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,landscaping excavation mini digger,Facebook public page,"""Kawana Rockhampton"" ""mini digger"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,landscaping excavation mini digger,Facebook public page,"""Kawana Rockhampton"" ""excavation"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,salon beauty barber,Facebook public page,"""Kawana Rockhampton"" ""hair salon"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,salon beauty barber,Facebook public page,"""Kawana Rockhampton"" ""beauty"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,salon beauty barber,Facebook public page,"""Kawana Rockhampton"" ""barber"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Kawana Rockhampton,salon beauty barber,Facebook public page,"""Kawana Rockhampton"" ""skin"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Facebook public page,"""Rockhampton"" ""gallery"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Facebook public page,"""Rockhampton"" ""workshop"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Facebook public page,"""Rockhampton"" ""market"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,art gallery workshops market,Facebook public page,"""Rockhampton"" ""artist"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Facebook public page,"""Rockhampton"" ""cafe"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Facebook public page,"""Rockhampton"" ""restaurant"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Facebook public page,"""Rockhampton"" ""bar"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Facebook public page,"""Rockhampton"" ""catering"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cafe restaurant bar catering,Facebook public page,"""Rockhampton"" ""takeaway"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cleaning pest control,Facebook public page,"""Rockhampton"" ""cleaning"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cleaning pest control,Facebook public page,"""Rockhampton"" ""pest control"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cleaning pest control,Facebook public page,"""Rockhampton"" ""termite"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,cleaning pest control,Facebook public page,"""Rockhampton"" ""carpet cleaning"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,landscaping excavation mini digger,Facebook public page,"""Rockhampton"" ""landscaping"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,landscaping excavation mini digger,Facebook public page,"""Rockhampton"" ""earthmoving"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,landscaping excavation mini digger,Facebook public page,"""Rockhampton"" ""mini digger"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,landscaping excavation mini digger,Facebook public page,"""Rockhampton"" ""excavation"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,salon beauty barber,Facebook public page,"""Rockhampton"" ""hair salon"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,salon beauty barber,Facebook public page,"""Rockhampton"" ""beauty"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,salon beauty barber,Facebook public page,"""Rockhampton"" ""barber"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Rockhampton,salon beauty barber,Facebook public page,"""Rockhampton"" ""skin"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,landscaping excavation mini digger,Facebook public page,"""Yeppoon"" ""landscaping"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,landscaping excavation mini digger,Facebook public page,"""Yeppoon"" ""earthmoving"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,landscaping excavation mini digger,Facebook public page,"""Yeppoon"" ""mini digger"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,landscaping excavation mini digger,Facebook public page,"""Yeppoon"" ""excavation"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,salon beauty barber,Facebook public page,"""Yeppoon"" ""hair salon"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,salon beauty barber,Facebook public page,"""Yeppoon"" ""beauty"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,salon beauty barber,Facebook public page,"""Yeppoon"" ""barber"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Yeppoon,salon beauty barber,Facebook public page,"""Yeppoon"" ""skin"" site:facebook.com",86,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",1 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,art gallery workshops market,Facebook public page,"""Capricorn Coast"" ""gallery"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,art gallery workshops market,Facebook public page,"""Capricorn Coast"" ""workshop"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,art gallery workshops market,Facebook public page,"""Capricorn Coast"" ""market"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,art gallery workshops market,Facebook public page,"""Capricorn Coast"" ""artist"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,landscaping excavation mini digger,Facebook public page,"""Capricorn Coast"" ""landscaping"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,landscaping excavation mini digger,Facebook public page,"""Capricorn Coast"" ""earthmoving"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,landscaping excavation mini digger,Facebook public page,"""Capricorn Coast"" ""mini digger"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,landscaping excavation mini digger,Facebook public page,"""Capricorn Coast"" ""excavation"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,salon beauty barber,Facebook public page,"""Capricorn Coast"" ""hair salon"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,salon beauty barber,Facebook public page,"""Capricorn Coast"" ""beauty"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,salon beauty barber,Facebook public page,"""Capricorn Coast"" ""barber"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Capricorn Coast,salon beauty barber,Facebook public page,"""Capricorn Coast"" ""skin"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cafe restaurant bar catering,Facebook public page,"""Emu Park"" ""cafe"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cafe restaurant bar catering,Facebook public page,"""Emu Park"" ""restaurant"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cafe restaurant bar catering,Facebook public page,"""Emu Park"" ""bar"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-16,Emu Park,cafe restaurant bar catering,Facebook public page,"""Emu Park"" ""catering"" site:facebook.com",80,"Use before broad web search, especially after locality pages dominate results.","business-owned public page URL, visible business name, region match, activity signal",2 prior no-candidate/no-social attempts for this lane,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
