date,region,niche,source_family,query,quality_score,use_when,evidence_to_capture,failure_pattern,safe_next_action,notes
2026-06-17,Yeppoon,salon beauty barber,Direct owned website search,"""Yeppoon"" ""hair salon"" ""official website""",96,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Yeppoon,salon beauty barber,Direct owned website search,"""Yeppoon"" ""beauty"" ""official website""",96,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Yeppoon,salon beauty barber,Direct owned website search,"""Yeppoon"" ""barber"" ""official website""",96,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Yeppoon,salon beauty barber,Direct owned website search,"""Yeppoon"" ""skin"" ""official website""",96,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,art gallery workshops market,Direct owned website search,"""Capricorn Coast"" ""gallery"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,art gallery workshops market,Direct owned website search,"""Capricorn Coast"" ""workshop"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,art gallery workshops market,Direct owned website search,"""Capricorn Coast"" ""market"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,art gallery workshops market,Direct owned website search,"""Capricorn Coast"" ""artist"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,cleaning pest control,Direct owned website search,"""Capricorn Coast"" ""cleaning"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,cleaning pest control,Direct owned website search,"""Capricorn Coast"" ""pest control"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,cleaning pest control,Direct owned website search,"""Capricorn Coast"" ""termite"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,cleaning pest control,Direct owned website search,"""Capricorn Coast"" ""carpet cleaning"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,salon beauty barber,Direct owned website search,"""Capricorn Coast"" ""hair salon"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,salon beauty barber,Direct owned website search,"""Capricorn Coast"" ""beauty"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,salon beauty barber,Direct owned website search,"""Capricorn Coast"" ""barber"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Capricorn Coast,salon beauty barber,Direct owned website search,"""Capricorn Coast"" ""skin"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,cafe restaurant bar catering,Direct owned website search,"""Emu Park"" ""cafe"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,cafe restaurant bar catering,Direct owned website search,"""Emu Park"" ""restaurant"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,cafe restaurant bar catering,Direct owned website search,"""Emu Park"" ""bar"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,cafe restaurant bar catering,Direct owned website search,"""Emu Park"" ""catering"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,cafe restaurant bar catering,Direct owned website search,"""Emu Park"" ""takeaway"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,salon beauty barber,Direct owned website search,"""Emu Park"" ""hair salon"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,salon beauty barber,Direct owned website search,"""Emu Park"" ""beauty"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,salon beauty barber,Direct owned website search,"""Emu Park"" ""barber"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Emu Park,salon beauty barber,Direct owned website search,"""Emu Park"" ""skin"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,art gallery workshops market,Direct owned website search,"""Kawana Rockhampton"" ""gallery"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,art gallery workshops market,Direct owned website search,"""Kawana Rockhampton"" ""workshop"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,art gallery workshops market,Direct owned website search,"""Kawana Rockhampton"" ""market"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,art gallery workshops market,Direct owned website search,"""Kawana Rockhampton"" ""artist"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Kawana Rockhampton"" ""cafe"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Kawana Rockhampton"" ""restaurant"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Kawana Rockhampton"" ""bar"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Kawana Rockhampton"" ""catering"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Kawana Rockhampton"" ""takeaway"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cleaning pest control,Direct owned website search,"""Kawana Rockhampton"" ""cleaning"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cleaning pest control,Direct owned website search,"""Kawana Rockhampton"" ""pest control"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cleaning pest control,Direct owned website search,"""Kawana Rockhampton"" ""termite"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,cleaning pest control,Direct owned website search,"""Kawana Rockhampton"" ""carpet cleaning"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,landscaping excavation mini digger,Direct owned website search,"""Kawana Rockhampton"" ""landscaping"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,landscaping excavation mini digger,Direct owned website search,"""Kawana Rockhampton"" ""earthmoving"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,landscaping excavation mini digger,Direct owned website search,"""Kawana Rockhampton"" ""mini digger"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,landscaping excavation mini digger,Direct owned website search,"""Kawana Rockhampton"" ""excavation"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,salon beauty barber,Direct owned website search,"""Kawana Rockhampton"" ""hair salon"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,salon beauty barber,Direct owned website search,"""Kawana Rockhampton"" ""beauty"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,salon beauty barber,Direct owned website search,"""Kawana Rockhampton"" ""barber"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Kawana Rockhampton,salon beauty barber,Direct owned website search,"""Kawana Rockhampton"" ""skin"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,art gallery workshops market,Direct owned website search,"""Rockhampton"" ""gallery"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,art gallery workshops market,Direct owned website search,"""Rockhampton"" ""workshop"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,art gallery workshops market,Direct owned website search,"""Rockhampton"" ""market"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,art gallery workshops market,Direct owned website search,"""Rockhampton"" ""artist"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Rockhampton"" ""cafe"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Rockhampton"" ""restaurant"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Rockhampton"" ""bar"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Rockhampton"" ""catering"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cafe restaurant bar catering,Google Business Profile style result,"""Rockhampton"" ""takeaway"" ""Google"" ""reviews""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"business name, public profile/result URL, website/social link, region match",2 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cleaning pest control,Direct owned website search,"""Rockhampton"" ""cleaning"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cleaning pest control,Direct owned website search,"""Rockhampton"" ""pest control"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cleaning pest control,Direct owned website search,"""Rockhampton"" ""termite"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,cleaning pest control,Direct owned website search,"""Rockhampton"" ""carpet cleaning"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,landscaping excavation mini digger,Direct owned website search,"""Rockhampton"" ""landscaping"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,landscaping excavation mini digger,Direct owned website search,"""Rockhampton"" ""earthmoving"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,landscaping excavation mini digger,Direct owned website search,"""Rockhampton"" ""mini digger"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,landscaping excavation mini digger,Direct owned website search,"""Rockhampton"" ""excavation"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,salon beauty barber,Direct owned website search,"""Rockhampton"" ""hair salon"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,salon beauty barber,Direct owned website search,"""Rockhampton"" ""beauty"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,salon beauty barber,Direct owned website search,"""Rockhampton"" ""barber"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
2026-06-17,Rockhampton,salon beauty barber,Direct owned website search,"""Rockhampton"" ""skin"" ""official website""",94,Use now because generic social search has repeatedly returned weak locality/background results.,"owned website URL, business name, region match, website/service gap or conversion issue",3 prior lane failures / 0 source-family failures,"Research only; log source checked, capture intake only with public business-owned evidence.","No contact, account login, scraping behind login, form submission, or social interaction."
