date,region,niche,query,evidence_required,safe_next_action,status,notes
2026-06-17,Yeppoon,cleaning pest control,"""Yeppoon"" ""cleaning pest control"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,active,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Yeppoon,landscaping excavation mini digger,"""Yeppoon"" ""landscaping excavation mini digger"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,active,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Yeppoon,salon beauty barber,"""Yeppoon"" ""salon beauty barber"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,active,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Yeppoon,art gallery workshops market,"""Yeppoon"" ""art gallery workshops market"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,covered-but-refresh,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Emu Park,cafe restaurant bar catering,"""Emu Park"" ""cafe restaurant bar catering"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,covered-but-refresh,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Emu Park,cleaning pest control,"""Emu Park"" ""cleaning pest control"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,covered-but-refresh,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Emu Park,landscaping excavation mini digger,"""Emu Park"" ""landscaping excavation mini digger"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,covered-but-refresh,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Emu Park,salon beauty barber,"""Emu Park"" ""salon beauty barber"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,active,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Emu Park,art gallery workshops market,"""Emu Park"" ""art gallery workshops market"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,covered-but-refresh,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Capricorn Coast,cafe restaurant bar catering,"""Capricorn Coast"" ""cafe restaurant bar catering"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,active,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Capricorn Coast,cleaning pest control,"""Capricorn Coast"" ""cleaning pest control"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,covered-but-refresh,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Capricorn Coast,landscaping excavation mini digger,"""Capricorn Coast"" ""landscaping excavation mini digger"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,active,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Capricorn Coast,salon beauty barber,"""Capricorn Coast"" ""salon beauty barber"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,active,"No contact, scraping behind login, form submission, or account interaction."
2026-06-17,Capricorn Coast,art gallery workshops market,"""Capricorn Coast"" ""art gallery workshops market"" Facebook Instagram website","business name, public social URL, website status or visible website gap, source URL",Research only; add to prospect_intake.csv only when evidence is sourced and business-owned.,active,"No contact, scraping behind login, form submission, or account interaction."
